Caudéran-Mérignac;586000;009.2
Caudiès;676000;425.3
Caudrot;640000;051.6
Caudry;250000;190.0
Caulnes;420000;419.8
Caussade;590000;640.1
Cavaillon;922000;000.0
Cavaillon;925000;032.8
Cavaillon (MIN);925000;033.3
Cavignac;500000;576.2
Cavignac;581000;000.0
Cazères-sur-Garonne;650000;055.1
Ceilhes-Roqueredonde;722000;500.9
Ceintrey;40000;024.2
Celon;590000;305.0
Cenon;570000;579.5
Cerbère;677000;508.8
Cercottes;570000;112.8
Cercy-la-Tour;760000;052.7
Cercy-la-Tour;762000;310.5
Cergy-le-Haut;326000;038.3
Cergy-Préfecture;326000;032.3
Cergy-St-Christophe;326000;036.6
Cerizay;525000;107.2
Cernay;130000;009.4
Cernay;330000;015.7
Cérons;640000;029.5
Cessieu;905000;050.2
Cesson;830000;037.9
Cesson-Sévigné;420000;367.3
Ceyzériat;884000;009.6
Chabanais;610000;455.4
Chabenet;590000;290.6
Châbons;905000;079.5
Chabris;600000;222.9
Chagny;760000;162.2
Chagny;760306;004.0
Chagny;830000;366.0
Chaingy-Fourneaux-Plage;570000;132.8
Chalais;570000;499.6
Chalandray;524000;019.2
Challans;534000;059.7
Chalonnes;523000;005.3
Châlons-en-Champagne;70000;172.1
Chalon-sur-Saône;830000;382.5
Chamalières-sur-Loire;798000;081.0
Chamarande;570000;045.1
Chambéry-Challes-les-Eaux;900000;137.7
Chambly;325000;040.8
Chamborigaud;790000;647.5
Chambourg;594000;276.2
Chamelet;775000;074.7
Chamonix-Aiguille du Midi;896000;018.4
Chamonix-Mont-Blanc;896000;019.2
Chamousset;900000;166.6
Chamousset;900000;166.6
Champagné;420000;199.3
Champagne-Ardenne-TGV;5000;113.6
Champagne-Ardenne-TGV;5317;001.3
Champagne-sur-Oise;329000;042.6
Champagne-sur-Seine;746000;080.0
Champagney;1000;427.4
Champagnole;878000;013.2
Champbenoist-Poigny;3000;093.9
Champ-de-Courses-d'Enghien;330000;012.4
Champ-de-Mars-Tour-Eiffel;962000;002.0
Champ-de-Mars-Tour-Eiffel;977000;002.0
Champigneulles;70000;347.7
Champigny-sur-Yonne;830000;094.2
Champlan;990000;102.0
Champs-St-Bris;753000;182.0
Champtocé-sur-Loire;515000;372.3
Chanac;723000;625.9
Changis-St-Jean;70000;057.9
Chanteloup-les-Vignes;334000;031.8
Chantenay;515000;435.2
Chantenay-St-Imbert;750000;289.4
Chantilly-Gouvieux;272000;040.4
Chantonnay;525000;070.8
Chantonnay;526000;024.9
Chapeauroux;790000;567.6
Chaponost;775000;122.5
Chaponval;329000;030.9
Charbonnières-les-Bains;782000;008.1
Charleville-Mézières;205000;142.8
Charmant;570000;470.9
Charmes;42000;025.4
Charmont;6000;070.0
Chars;330000;047.0
Chartres;420000;087.3
Chartrettes;746000;062.3
Chasseneuil-sur-Bonnieure;610000;480.1
Chasseneuil (Vienne);570000;328.4
Chasseradès;723000;683.5
Chasse-sur-Rhône;830000;532.0
Chasse-sur-Rhône;906000;004.3
Château-Arnoux-St-Auban;905000;306.4
Château-Arnoux-St-Auban;920000;306.4
Châteaubourg;420000;352.5
Châteaubriant;460000;355.6
Châteaubriant Tram-Train;519000;491.3
Château-Chinon;763000;306.8
Château-du-Loir;500000;217.4
Château-du-Loir;561000;283.8
Châteaudun;550000;133.4
Château-Gaillard;570000;094.4
Château-Gontier;460000;289.6
Château-l'Évêque;611000;491.5
Châteaulin;470000;715.0
Châteauneuf-Bujaleuf;713000;424.3
Châteauneuf-sur-Charente;579000;044.2
Châteauneuf-sur-Cher;695000;255.7
Châteauneuf-sur-Loire;687000;147.5
Château-Renault;550000;206.7
Châteauroux;590000;264.6
Château-Thierry;70000;094.8
Châtelaillon;530000;188.1
Châtelaudren-Plouagat;420000;491.5
Châtel-Censoir;753000;210.0
Châtellerault;570000;303.0
Châtel-Nomexy;42000;035.5
Châtenois (Bas-Rhin);116000;004.3
Châtenois-Dolaincourt;30000;070.7
Châtillon-d'Azergues;775000;091.0
Châtillon-sur-Indre;594000;304.5
Châtillon-sur-Loire;750000;169.4
Châtillon-sur-Seine;838000;233.5
Châtillon-sur-Seine;839000;035.3
Châtillon-sur-Seine;840000;043.7
Châtres (Aube);1000;138.6
Chauffailles;775000;038.9
Chaugey;860000;346.7
Chaulnes;259000;131.7
Chaulnes;261000;037.0
Chaumont;1000;261.2
Chaumont;20000;306.2
Chaumont-en-Vexin;330000;060.2
Chauny;242000;123.3
Chavanges;13000;007.3
Chavenon;705000;365.2
Chaville-Rive-Droite;973000;018.0
Chaville-Rive-Gauche;420000;012.5
Chaville-Vélizy;977000;013.6
Chazay-Marcilly;783000;489.2
Chécy-Mardié;687000;132.2
Chedde;896000;002.7
Cheilly-lès-Maranges;760000;155.5
Chelles-Gournay;70000;018.1
Chemillé;523000;020.9
Chemilly-Appoigny;753000;162.8
